Bug,,,,,,,Fire,,,,,,,Dark,,,,,,,Ghost,,,,,,,Fairy,,,,,,,Figthing,,,,,,,Poison,,,,,,,Ice,,,,,,,Flying,,,,,,,Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Move,PowerPWR,EnergyENG,DurationDUR,"P/S
                                
                                    Power per Second (DPS)
                                    How effective a move is at dealing damage","E/S
                                
                                    Energy per Second (EPS)
                                    How effective a fast move is at building up charged move energy","P/E
                                
                                    Power per Energy (DPE)
                                    How efficiently a charged move converts energy into damage","P2/ES
                                
                                    P/S * P/E
                                    How well a charged move both uses charged energy and deals damage","PE/S2
                                
                                    P/S * E/S
                                    How well a fast move accomplishes both building charged energy and dealing damage on its own","Top Users

                                    
                                        AttackerDefender",Normal,Fire,Water,Grass,Electric,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,"Fairy
Normal",,,,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,Water,,,,,,,,,,,,,,,,,,Grass,,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,Ice,,,,,,,,,,,,,,,,,,Fighting,,,,,,,,,,,,,,,,,,Poison,,,,,,,,,,,,,,,,,,Ground,,,,,,,,,,,,,,,,,,Flying,,,,,,,,,,,,,,,,,,Psychic,,,,,,,,,,,,,,,,,,Bug,,,,,,,,,,,,,,,,,,Rock,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,Dragon,,,,,,,,,,,,,,,,,,Dark,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,Fairy
20,Shadow Escavalier,Bug Bite,Megahorn,eDPS 19.32,91.60%,,20,Shadow Ho-Oh,Incinerate,Sacred Fire*,eDPS 23.60,103.10%,,20,Incineroar,Snarl,Darkest Lariat,eDPS 20.60,91.40%,,20,Hoopa (Unbound),Astonish,Shadow Ball,eDPS 20.81,97.30%,,20,Mega Diancie,Rock Throw,Moonblast,eDPS 17.56,96.60%,,20,Shadow Latios,Dragon Breath,Aura Sphere,eDPS 21.45,89.30%,,20,Shadow Skuntank,Poison Jab,Sludge Bomb,eDPS 19.16,94.70%,,20,Weavile,Ice Shard,Avalanche,eDPS 18.96,88.90%,,20,Toucannon,Peck,Beak Blast*,eDPS 22.35,97.20%,,20,Mega Gardevoir,Magical Leaf,Dazzling Gleam,eDPS 18.54,91.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Kartana,Fury Cutter,X-Scissor,eDPS 19.25,91.30%,,21,Shadow Typhlosion,Incinerate,Blast Burn*,eDPS 23.47,102.50%,,21,Yveltal,Snarl,Dark Pulse,eDPS 20.38,90.40%,,21,Mega Gardevoir,Charge Beam,Shadow Ball,eDPS 20.58,96.20%,,21,Hatterene,Charm,Dazzling Gleam,eDPS 17.36,95.40%,,21,Kartana,Fury Cutter,Sacred Sword,eDPS 21.20,88.30%,,21,Shadow Toxicroak,Poison Jab,Sludge Bomb,eDPS 19.13,94.50%,,21,Mewtwo,Psycho Cut,Ice Beam,eDPS 18.84,88.30%,,21,Shadow Lugia,Extrasensory,Fly,eDPS 22.26,96.80%,,21,Decidueye,Magical Leaf,Frenzy Plant*,eDPS 18.53,91.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Kleavor,Fury Cutter,X-Scissor,eDPS 19.15,90.80%,,22,Mega Houndoom,Fire Fang,Flamethrower,eDPS 23.35,102.00%,,22,Absol,Snarl,Brutal Swing*,eDPS 20.28,90.00%,,22,Hoopa (Confined),Astonish,Shadow Ball,eDPS 20.40,95.40%,,22,Shadow Tyrantrum,Charm,Outrage,eDPS 16.79,92.30%,,22,Mega Lopunny,Double Kick,Focus Blast,eDPS 20.81,86.60%,,22,Gengar,Lick*,Sludge Bomb,eDPS 18.51,91.50%,,22,Cetitan,Ice Shard,Avalanche,eDPS 18.83,88.30%,,22,Mega Blaziken,Fire Spin,Brave Bird,eDPS 22.23,96.70%,,22,Shadow Groudon,Mud Shot,Solar Beam,eDPS 18.49,90.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Vikavolt,Bug Bite,X-Scissor,eDPS 19.09,90.50%,,23,Shadow Infernape,Fire Spin,Blast Burn*,eDPS 23.21,101.40%,,23,Hoopa (Unbound),Astonish,Dark Pulse,eDPS 20.26,89.90%,,23,Mewtwo,Psycho Cut,Shadow Ball*,eDPS 20.00,93.50%,,23,Mega Banette,Hex,Dazzling Gleam,eDPS 16.71,91.90%,,23,Conkeldurr,Counter,Dynamic Punch,eDPS 20.70,86.20%,,23,Shadow Sneasler,Poison Jab,X-Scissor,eDPS 17.68,87.40%,,23,Shadow Kyogre,Waterfall,Avalanche,eDPS 18.44,86.40%,,23,Enamorus (Therian),Fairy Wind,Fly,eDPS 22.17,96.40%,,23,Mega Latios,Dragon Breath,Solar Beam,eDPS 18.48,90.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Pheromosa,Bug Bite,Bug Buzz,eDPS 18.83,89.30%,,24,Volcarona,Fire Spin,Overheat,eDPS 22.89,100.00%,,24,Shadow Gengar,Sucker Punch,Shadow Ball,eDPS 20.01,88.70%,,24,Shadow Raikou,Thunder Shock,Shadow Ball,eDPS 19.60,91.60%,,24,Sylveon,Charm,Dazzling Gleam,eDPS 16.69,91.80%,,24,Mega Latias,Dragon Breath,Aura Sphere,eDPS 20.67,86.10%,,24,Shadow Crobat,Air Slash,Sludge Bomb,eDPS 17.65,87.20%,,24,Shadow Gardevoir,Charm,Triple Axel,eDPS 18.18,85.20%,,24,Zacian (Crowned Sword),Air Slash,Behemoth Blade*,eDPS 21.98,95.50%,,24,Sceptile,Fury Cutter,Frenzy Plant*,eDPS 18.48,90.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Heracross,Fury Cutter,Megahorn,eDPS 18.54,87.90%,,25,Ho-Oh (Apex),Incinerate,Sacred Fire++*,eDPS 22.70,99.10%,,25,Mega Ampharos,Volt Switch,Brutal Swing,eDPS 19.77,87.70%,,25,Gengar,Lick*,Shadow Ball,eDPS 19.55,91.40%,,25,Shadow Alakazam,Psycho Cut,Dazzling Gleam*,eDPS 16.68,91.70%,,25,Shadow Annihilape,Counter,Close Combat,eDPS 20.36,84.80%,,25,Darkrai,Snarl,Sludge Bomb*,eDPS 17.61,87.00%,,25,Shadow Porygon-Z,Lock On,Blizzard,eDPS 18.01,84.40%,,25,Lugia (Apex),Extrasensory,Aeroblast++*,eDPS 21.64,94.10%,,25,Shadow Exeggutor,Bullet Seed,Solar Beam,eDPS 18.45,90.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Yanmega,Bug Bite,Bug Buzz,eDPS 18.17,86.10%,,26,Cinderace,Fire Spin,Blast Burn*,eDPS 22.46,98.10%,,26,Mega Sharpedo,Bite,Crunch,eDPS 19.76,87.60%,,26,Shadow Metagross,Shadow Claw*,Meteor Mash*,eDPS 19.47,91.00%,,26,Primarina,Charm,Moonblast,eDPS 16.62,91.40%,,26,Marshadow,Counter,Close Combat,eDPS 20.13,83.80%,,26,Mega Venusaur,Vine Whip,Sludge Bomb,eDPS 17.52,86.60%,,26,Mega Lopunny,Pound,Triple Axel,eDPS 17.75,83.20%,,26,Staraptor,Gust*,Fly,eDPS 21.47,93.40%,,26,Shadow Exeggutor (Alolan),Bullet Seed,Solar Beam,eDPS 18.34,90.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Scizor,Fury Cutter,X-Scissor,eDPS 18.09,85.70%,,27,Shadow Arcanine (Hisuian),Fire Fang,Flamethrower,eDPS 22.39,97.80%,,27,Salamence,Bite,Brutal Swing,eDPS 19.76,87.60%,,27,Mega Lucario,Force Palm*,Shadow Ball,eDPS 19.47,91.00%,,27,Shadow Donphan,Charm,Play Rough,eDPS 16.61,91.40%,,27,Shadow Emboar,Low Kick,Focus Blast,eDPS 19.76,82.30%,,27,Genesect (Douse Drive),Metal Claw,Gunk Shot,eDPS 17.46,86.30%,,27,Shadow Abomasnow,Powder Snow,Weather Ball Ice,eDPS 17.74,83.10%,,27,Braviary,Air Slash,Fly,eDPS 21.28,92.50%,,27,Shadow Meganium,Vine Whip,Frenzy Plant*,eDPS 18.31,89.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Pinsir,Fury Cutter,X-Scissor,eDPS 18.03,85.50%,,28,Shadow Regigigas,Hidden Power Fire,Crush Grip*,eDPS 22.05,96.30%,,28,Polteageist (Antique),Sucker Punch,Shadow Ball,eDPS 19.64,87.10%,,28,Polteageist (Antique),Hex,Shadow Ball,eDPS 19.44,90.90%,,28,Meloetta (Aria),Quick Attack,Dazzling Gleam,eDPS 16.18,89.00%,,28,Machamp,Counter,Dynamic Punch,eDPS 19.44,81.00%,,28,Shadow Drapion,Poison Sting,Sludge Bomb,eDPS 17.42,86.10%,,28,Vanilluxe,Frost Breath,Avalanche*,eDPS 17.63,82.60%,,28,Tornadus (Therian),Gust,Bleakwind Storm*,eDPS 21.11,91.80%,,28,Regigigas,Hidden Power Grass,Crush Grip*,eDPS 18.18,89.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Shadow Heatran,Bug Bite,Magma Storm*,eDPS 17.93,85.00%,,29,Delphox,Fire Spin,Blast Burn*,eDPS 22.01,96.20%,,29,Polteageist (Phony),Sucker Punch,Shadow Ball,eDPS 19.64,87.10%,,29,Polteageist (Phony),Hex,Shadow Ball,eDPS 19.44,90.90%,,29,Mega Altaria,Dragon Breath,Dazzling Gleam,eDPS 16.16,88.90%,,29,Raikou,Thunder Shock,Aura Sphere,eDPS 19.43,80.90%,,29,Volcanion,Incinerate,Sludge Bomb,eDPS 17.20,85.00%,,29,Shadow Cloyster,Frost Breath,Avalanche,eDPS 17.58,82.40%,,29,Regigigas,Hidden Power Flying,Crush Grip*,eDPS 21.05,91.50%,,29,Tangrowth,Vine Whip,Power Whip,eDPS 18.10,88.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Centiskorch,Bug Bite,Bug Buzz,eDPS 17.91,84.90%,,30,Shadow Magmortar,Fire Spin,Fire Blast,eDPS 21.98,96.00%,,30,Weavile,Snarl,Foul Play,eDPS 19.52,86.60%,,30,Mega Metagross,Shadow Claw*,Meteor Mash*,eDPS 19.31,90.30%,,30,Granbull,Charm,Play Rough,eDPS 16.00,88.00%,,30,Shadow Toxicroak,Counter,Dynamic Punch,eDPS 19.18,79.90%,,30,Toxicroak,Poison Jab,Sludge Bomb,eDPS 17.14,84.70%,,30,Shadow Walrein,Frost Breath,Icicle Spear*,eDPS 17.57,82.30%,,30,Shadow Tornadus (Incarnate),Air Slash,Hurricane,eDPS 20.97,91.20%,,30,Tsareena,Magical Leaf,Grass Knot,eDPS 18.09,88.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
